location,date,total_cases,total_deaths,Deaths_Percentage
Asia,26-09-2021,75061704,1115189,1.4857
Asia,27-09-2021,75213132,1117151,1.4853
Asia,28-09-2021,75354921,1119516,1.4857
Asia,29-09-2021,75497778,1121672,1.4857
Asia,30-09-2021,75653208,1123762,1.4854
Asia,01-10-2021,75809015,1125697,1.4849
Asia,02-10-2021,75952922,1127506,1.4845
Asia,03-10-2021,76081521,1129136,1.4841
Asia,04-10-2021,76207985,1130625,1.4836
Asia,05-10-2021,76338370,1132156,1.4831
Asia,06-10-2021,76471474,1133743,1.4826
Asia,07-10-2021,76607271,1135488,1.4822
Asia,08-10-2021,76742819,1137337,1.482
Asia,09-10-2021,76869257,1139009,1.4817
Asia,10-10-2021,76987213,1140409,1.4813
Asia,11-10-2021,77101644,1141744,1.4808
Asia,12-10-2021,77222407,1143368,1.4806
Asia,13-10-2021,77349969,1144856,1.4801
Asia,14-10-2021,77478559,1146410,1.4796
Asia,15-10-2021,77600502,1148160,1.4796
Asia,16-10-2021,77723026,1149573,1.4791
Asia,17-10-2021,77830761,1150755,1.4785
Asia,18-10-2021,77933887,1152041,1.4782
Asia,19-10-2021,78045482,1153426,1.4779
Asia,20-10-2021,78160752,1154611,1.4772
Asia,21-10-2021,78277734,1156003,1.4768
Asia,22-10-2021,78398577,1157560,1.4765
Asia,23-10-2021,78504127,1159206,1.4766
Asia,24-10-2021,78606952,1160888,1.4768
Asia,25-10-2021,78703334,1162460,1.477
Asia,26-10-2021,78803444,1163910,1.477
Asia,27-10-2021,78912344,1165726,1.4772
Asia,28-10-2021,79022044,1167711,1.4777
Asia,29-10-2021,79136698,1169484,1.4778
Asia,30-10-2021,79259643,1171400,1.4779
Asia,31-10-2021,79352337,1172832,1.478
Asia,01-11-2021,79442671,1174083,1.4779
Asia,02-11-2021,79543571,1175596,1.4779
Asia,03-11-2021,79651637,1177017,1.4777
Asia,04-11-2021,79757815,1178643,1.4778
Asia,05-11-2021,79861332,1180084,1.4777
Asia,06-11-2021,79960628,1181525,1.4776
Asia,07-11-2021,80054354,1183082,1.4778
Asia,08-11-2021,80143229,1184284,1.4777
Asia,09-11-2021,80240329,1185616,1.4776
Asia,10-11-2021,80343289,1187067,1.4775
Asia,11-11-2021,80442930,1188460,1.4774
Asia,12-11-2021,80540079,1190049,1.4776
Asia,13-11-2021,80632606,1191697,1.4779
Asia,14-11-2021,80717296,1193154,1.4782
Asia,15-11-2021,80797615,1194292,1.4781
Asia,16-11-2021,80886343,1195455,1.4779
Asia,17-11-2021,80981920,1196974,1.4781
Asia,18-11-2021,81076265,1198680,1.4785
Asia,19-11-2021,81166164,1200276,1.4788
Asia,20-11-2021,81255705,1201626,1.4788
Asia,21-11-2021,81338848,1202927,1.4789
Asia,22-11-2021,81416268,1204285,1.4792
Asia,23-11-2021,81533082,1205613,1.4787
Asia,24-11-2021,81626853,1207133,1.4788
Asia,25-11-2021,81721708,1208605,1.4789
Asia,26-11-2021,81814879,1210119,1.4791
Asia,27-11-2021,81905392,1211630,1.4793
Asia,28-11-2021,81987222,1213274,1.4798
Asia,29-11-2021,82064605,1214489,1.4799
Asia,30-11-2021,82151585,1215643,1.4798
Asia,01-12-2021,82244144,1217008,1.4798
Asia,02-12-2021,82334157,1218436,1.4799
Asia,03-12-2021,82419965,1219914,1.4801
Asia,04-12-2021,82504640,1221398,1.4804
Asia,05-12-2021,82582660,1225166,1.4836
Asia,06-12-2021,82658313,1226392,1.4837
Asia,07-12-2021,82738808,1227610,1.4837
Asia,08-12-2021,82826779,1228842,1.4836
Asia,09-12-2021,82913483,1230109,1.4836
Asia,10-12-2021,82996169,1231633,1.484
Asia,11-12-2021,83077000,1233031,1.4842
Asia,12-12-2021,83150414,1234305,1.4844
Asia,13-12-2021,83220820,1235461,1.4846
Asia,14-12-2021,83298451,1236601,1.4845
Asia,15-12-2021,83378068,1237814,1.4846
Asia,16-12-2021,83476770,1239017,1.4843
Asia,17-12-2021,83553592,1240316,1.4845
Asia,18-12-2021,83626545,1241525,1.4846
Asia,19-12-2021,83693831,1242628,1.4847
Asia,20-12-2021,83758000,1243589,1.4847
Asia,21-12-2021,83830446,1244906,1.485
Asia,22-12-2021,83905117,1246157,1.4852
Asia,23-12-2021,83978888,1247550,1.4856
Asia,24-12-2021,84050220,1248866,1.4859
Asia,25-12-2021,84122300,1250175,1.4861
Asia,26-12-2021,84190615,1251074,1.486
Asia,27-12-2021,84256896,1252121,1.4861
Asia,28-12-2021,84334739,1253144,1.4859
Asia,29-12-2021,84425320,1254274,1.4857
Asia,30-12-2021,84533069,1255563,1.4853
Asia,31-12-2021,84647174,1256618,1.4845
Asia,01-01-2022,84766468,1257731,1.4838
Asia,02-01-2022,84883615,1258700,1.4829
Asia,03-01-2022,85004489,1259498,1.4817
Asia,04-01-2022,85160559,1260324,1.4799
Asia,05-01-2022,85358628,1261588,1.478
Asia,06-01-2022,85629952,1262592,1.4745
Asia,07-01-2022,85932224,1263662,1.4705
Asia,08-01-2022,86264476,1264842,1.4662
Asia,09-01-2022,86630503,1265801,1.4611
Asia,10-01-2022,87013286,1266714,1.4558
Asia,11-01-2022,87406862,1267934,1.4506
Asia,12-01-2022,87867769,1269115,1.4443
Asia,13-01-2022,88395643,1270214,1.437
Asia,14-01-2022,88952810,1271163,1.429
Asia,15-01-2022,89507338,1272153,1.4213
Asia,16-01-2022,90068215,1273071,1.4135
Asia,17-01-2022,90620215,1274101,1.406
Asia,18-01-2022,91182038,1275070,1.3984
Asia,19-01-2022,91810494,1276185,1.39
Asia,20-01-2022,92502928,1277363,1.3809
Asia,21-01-2022,93240782,1278862,1.3716
Asia,22-01-2022,93957280,1280074,1.3624
Asia,23-01-2022,94661876,1281320,1.3536
Asia,24-01-2022,95336218,1282456,1.3452
Asia,25-01-2022,95999369,1283836,1.3373
Asia,26-01-2022,96714884,1285254,1.3289
Asia,27-01-2022,97448114,1286594,1.3203
Asia,28-01-2022,98143302,1288018,1.3124
Asia,29-01-2022,98822630,1289652,1.305
Asia,30-01-2022,99515910,1291363,1.2976
Asia,31-01-2022,100162043,1293169,1.2911
Asia,01-02-2022,100805632,1295084,1.2847
Asia,02-02-2022,101473041,1297586,1.2787
Asia,03-02-2022,102190827,1299755,1.2719
Asia,04-02-2022,102878818,1301820,1.2654
Asia,05-02-2022,103545135,1303855,1.2592
Asia,06-02-2022,104136525,1305960,1.2541
Asia,07-02-2022,104682726,1307896,1.2494
Asia,08-02-2022,105297095,1310330,1.2444
Asia,09-02-2022,105946931,1312761,1.2391
Asia,10-02-2022,106587968,1315285,1.234
Asia,11-02-2022,107185182,1317256,1.229
Asia,12-02-2022,107745187,1319367,1.2245
Asia,13-02-2022,108253494,1321258,1.2205
Asia,14-02-2022,108727800,1323031,1.2168
Asia,15-02-2022,109292312,1324769,1.2121
Asia,16-02-2022,109895677,1326732,1.2073
Asia,17-02-2022,110517487,1328925,1.2025
Asia,18-02-2022,111109422,1330997,1.1979
Asia,19-02-2022,111692654,1332846,1.1933
Asia,20-02-2022,112191194,1334937,1.1899
Asia,21-02-2022,112663072,1336636,1.1864
Asia,22-02-2022,113279400,1338525,1.1816
Asia,23-02-2022,113942283,1340557,1.1765
Asia,24-02-2022,114562239,1342804,1.1721
Asia,25-02-2022,115195228,1344777,1.1674
Asia,26-02-2022,115811695,1346757,1.1629
Asia,27-02-2022,116364209,1348414,1.1588
Asia,28-02-2022,116906291,1350324,1.155
Asia,01-03-2022,117559177,1352254,1.1503
Asia,02-03-2022,118264148,1354403,1.1452
Asia,03-03-2022,119049999,1356294,1.1393
Asia,04-03-2022,119786768,1358517,1.1341
Asia,05-03-2022,120502730,1360541,1.1291
Asia,06-03-2022,121154344,1362311,1.1244
Asia,07-03-2022,121716328,1364000,1.1206
Asia,08-03-2022,122507621,1365917,1.115
Asia,09-03-2022,123354787,1367885,1.1089
Asia,10-03-2022,124101011,1369710,1.1037
Asia,11-03-2022,124898213,1371566,1.0981
Asia,12-03-2022,125930446,1373481,1.0907
Asia,13-03-2022,126625446,1375107,1.086
Asia,14-03-2022,127407338,1376700,1.0806
Asia,15-03-2022,128170019,1378303,1.0754
Asia,16-03-2022,129257443,1380164,1.0678
Asia,17-03-2022,130204579,1381906,1.0613
Asia,18-03-2022,130953758,1383480,1.0565
Asia,19-03-2022,131883390,1385137,1.0503
Asia,20-03-2022,132403181,1386719,1.0473
Asia,21-03-2022,133014335,1388095,1.0436
Asia,22-03-2022,133889088,1389315,1.0377
Asia,23-03-2022,134575322,1391020,1.0336
Asia,24-03-2022,135200511,1392548,1.03
Asia,25-03-2022,135852378,1393755,1.0259
Asia,26-03-2022,136478333,1398969,1.025
Asia,27-03-2022,136892982,1400212,1.0229
Asia,28-03-2022,137624594,1401190,1.0181
Asia,29-03-2022,138297465,1402364,1.014
Asia,30-03-2022,138855606,1403522,1.0108
Asia,31-03-2022,139376004,1404652,1.0078
Asia,01-04-2022,139875607,1405724,1.005
Asia,02-04-2022,140313065,1406680,1.0025
Asia,03-04-2022,140668687,1407485,1.0006
Asia,04-04-2022,141087227,1408196,0.9981
Asia,05-04-2022,141550974,1409133,0.9955
Asia,06-04-2022,141970056,1410093,0.9932
Asia,07-04-2022,142399266,1411144,0.991
Asia,08-04-2022,142778927,1411981,0.9889
Asia,09-04-2022,143098116,1412939,0.9874
Asia,10-04-2022,143324834,1413640,0.9863
Asia,11-04-2022,143677152,1414222,0.9843
Asia,12-04-2022,144008302,1414815,0.9825
Asia,13-04-2022,144302505,1415653,0.981
Asia,14-04-2022,144514109,1416296,0.98
Asia,15-04-2022,144859690,1416955,0.9782
Asia,16-04-2022,145075148,1417611,0.9772
Asia,17-04-2022,145222158,1418047,0.9765
Asia,18-04-2022,145458391,1418710,0.9753
Asia,19-04-2022,145671008,1419216,0.9743
Asia,20-04-2022,145877332,1419727,0.9732
Asia,21-04-2022,146089399,1420389,0.9723
Asia,22-04-2022,146272033,1420902,0.9714
Asia,23-04-2022,146438466,1421469,0.9707
Asia,24-04-2022,146563663,1421944,0.9702
Asia,25-04-2022,146719578,1422392,0.9695
Asia,26-04-2022,146925297,1424265,0.9694
Asia,27-04-2022,147085024,1424793,0.9687
Asia,28-04-2022,147234750,1425323,0.9681
Asia,29-04-2022,147364187,1425761,0.9675
Asia,30-04-2022,147477081,1426224,0.9671
Asia,01-05-2022,147571500,1426624,0.9667
Asia,02-05-2022,147688664,1426910,0.9662
Asia,03-05-2022,147811829,1427227,0.9656
Asia,04-05-2022,147933931,1427556,0.965
Asia,05-05-2022,148041353,1427799,0.9645
Asia,06-05-2022,148165314,1428098,0.9639
Asia,07-05-2022,148311865,1428345,0.9631
Asia,08-05-2022,148443874,1428575,0.9624
Asia,09-05-2022,148592691,1428823,0.9616
Asia,10-05-2022,148753841,1429047,0.9607
Asia,11-05-2022,148921868,1429325,0.9598
Asia,12-05-2022,149092373,1429581,0.9589
Asia,13-05-2022,149254937,1429813,0.958
Asia,14-05-2022,149408162,1430038,0.9571
Asia,15-05-2022,149547594,1430217,0.9564
Asia,16-05-2022,149690368,1430415,0.9556
Asia,17-05-2022,149841722,1430620,0.9548
Asia,18-05-2022,150021697,1430886,0.9538
Asia,19-05-2022,150201223,1431114,0.9528
Asia,20-05-2022,150373120,1431338,0.9519
Asia,21-05-2022,150533714,1431585,0.951
Asia,22-05-2022,150672839,1431801,0.9503
Asia,23-05-2022,150805961,1431998,0.9496
Asia,24-05-2022,150963241,1432198,0.9487
Asia,25-05-2022,151128402,1432451,0.9478
Asia,26-05-2022,151279663,1432716,0.9471
Asia,27-05-2022,151437734,1432991,0.9463
Asia,28-05-2022,151576526,1433277,0.9456
Asia,29-05-2022,151696476,1433515,0.945
Asia,30-05-2022,151809387,1433740,0.9444
Asia,31-05-2022,151945957,1433955,0.9437
Asia,01-06-2022,152087151,1434184,0.943
Asia,02-06-2022,152217967,1434428,0.9424
Asia,03-06-2022,152345681,1434669,0.9417
Asia,04-06-2022,152443608,1434945,0.9413
Asia,05-06-2022,152569001,1435194,0.9407
Asia,06-06-2022,152656632,1435440,0.9403
Asia,07-06-2022,152790064,1435651,0.9396
Asia,08-06-2022,152924503,1435902,0.939
Asia,09-06-2022,153051406,1436210,0.9384
Asia,10-06-2022,153167203,1436516,0.9379
Asia,11-06-2022,153302970,1436812,0.9372
Asia,12-06-2022,153404418,1437076,0.9368
Asia,13-06-2022,153497268,1437254,0.9363
Asia,14-06-2022,153618714,1437462,0.9357
Asia,15-06-2022,153746746,1437693,0.9351
Asia,16-06-2022,153868673,1437932,0.9345
Asia,17-06-2022,153982874,1438177,0.934
Asia,18-06-2022,154092887,1438459,0.9335
Asia,19-06-2022,154212583,1438729,0.933
Asia,20-06-2022,154308341,1438958,0.9325
Asia,21-06-2022,154430687,1439161,0.9319
Asia,22-06-2022,154554066,1439429,0.9313
Asia,23-06-2022,154674488,1439709,0.9308
Asia,24-06-2022,154799495,1439954,0.9302
Asia,25-06-2022,154913281,1440182,0.9297
Asia,26-06-2022,155039824,1440439,0.9291
Asia,27-06-2022,155148392,1440624,0.9285
Asia,28-06-2022,155276739,1440934,0.928
Asia,29-06-2022,155386061,1441116,0.9274
Asia,30-06-2022,155545009,1441380,0.9267
Asia,01-07-2022,155673055,1441600,0.926
Asia,02-07-2022,155803751,1441809,0.9254
Asia,03-07-2022,155900770,1442069,0.925
Asia,04-07-2022,156016939,1442262,0.9244
Asia,05-07-2022,156146253,1442487,0.9238
Asia,06-07-2022,156301415,1442711,0.923
Asia,07-07-2022,156467144,1442946,0.9222
Asia,08-07-2022,156633233,1443240,0.9214
Asia,09-07-2022,156802332,1443483,0.9206
Asia,10-07-2022,157080558,1443734,0.9191
Asia,11-07-2022,157228345,1443961,0.9184
Asia,12-07-2022,157394470,1444150,0.9175
Asia,13-07-2022,157597376,1444380,0.9165
Asia,14-07-2022,157836922,1444643,0.9153
Asia,15-07-2022,158074590,1444901,0.9141
Asia,16-07-2022,158324699,1445184,0.9128
Asia,17-07-2022,158790021,1445517,0.9103
Asia,18-07-2022,159011555,1445726,0.9092
Asia,19-07-2022,159261504,1445922,0.9079
Asia,20-07-2022,159536659,1446192,0.9065
Asia,21-07-2022,159851455,1446493,0.9049
Asia,22-07-2022,160203569,1446845,0.9031
Asia,23-07-2022,160570535,1447182,0.9013
Asia,24-07-2022,161305537,1447652,0.8975
Asia,25-07-2022,161601376,1447970,0.896
Asia,26-07-2022,161946101,1448310,0.8943
Asia,27-07-2022,162346500,1448696,0.8923
Asia,28-07-2022,162748833,1449103,0.8904
Asia,29-07-2022,163162956,1449511,0.8884
Asia,30-07-2022,163567287,1449897,0.8864
Asia,31-07-2022,164357567,1450571,0.8826
Asia,01-08-2022,164695148,1450940,0.881
Asia,02-08-2022,165055814,1451342,0.8793
Asia,03-08-2022,165478360,1451814,0.8773
Asia,04-08-2022,165916015,1452322,0.8753
Asia,05-08-2022,166776547,1452873,0.8711
Asia,06-08-2022,167199439,1453251,0.8692
Asia,07-08-2022,168013464,1454110,0.8655
Asia,08-08-2022,168346533,1454569,0.864
Asia,09-08-2022,168736692,1455102,0.8624
Asia,10-08-2022,169179313,1455673,0.8604
Asia,11-08-2022,169625300,1456259,0.8585
Asia,12-08-2022,170084665,1457050,0.8567
Asia,13-08-2022,170481492,1457545,0.855
Asia,14-08-2022,170991994,1458278,0.8528
Asia,15-08-2022,171299880,1458803,0.8516
Asia,16-08-2022,171606014,1459399,0.8504
Asia,17-08-2022,172050228,1460064,0.8486
Asia,18-08-2022,172510565,1460743,0.8468
Asia,19-08-2022,172987860,1461347,0.8448
Asia,20-08-2022,173437756,1462049,0.843
Asia,21-08-2022,173945763,1462755,0.8409
Asia,22-08-2022,174284940,1463323,0.8396
Asia,23-08-2022,174676110,1463976,0.8381
Asia,24-08-2022,175080430,1464644,0.8366
Asia,25-08-2022,175516024,1465296,0.8349
Asia,26-08-2022,175911639,1465963,0.8334
Asia,27-08-2022,176261254,1466456,0.832
Asia,28-08-2022,176461167,1467431,0.8316
Asia,29-08-2022,176890794,1468009,0.8299
Asia,30-08-2022,177183689,1468634,0.8289
Asia,31-08-2022,177492541,1469295,0.8278
Asia,01-09-2022,177823894,1469939,0.8266
Asia,02-09-2022,178135491,1470519,0.8255
Asia,03-09-2022,178414208,1471050,0.8245
Asia,04-09-2022,178703068,1471822,0.8236
Asia,05-09-2022,178909214,1472335,0.823
Asia,06-09-2022,179146100,1472881,0.8222
Asia,07-09-2022,179399708,1473436,0.8213
Asia,08-09-2022,179672484,1473978,0.8204
Asia,09-09-2022,179928038,1474484,0.8195
Asia,10-09-2022,180039907,1474871,0.8192
Asia,11-09-2022,180151381,1475258,0.8189
Asia,12-09-2022,180518186,1475624,0.8174
Asia,13-09-2022,180692774,1476038,0.8169
Asia,14-09-2022,180941557,1476499,0.816
Asia,15-09-2022,181191232,1476944,0.8151
Asia,16-09-2022,181405419,1477337,0.8144
Asia,17-09-2022,181520635,1477711,0.8141
Asia,18-09-2022,181639017,1478135,0.8138
Asia,19-09-2022,181932694,1478402,0.8126
Asia,20-09-2022,182076667,1478737,0.8122
Asia,21-09-2022,182247649,1479117,0.8116
Asia,22-09-2022,182395294,1479501,0.8112
Asia,23-09-2022,182570314,1479924,0.8106
Asia,24-09-2022,182723504,1480226,0.8101
Asia,25-09-2022,182878832,1480558,0.8096
Asia,26-09-2022,182996385,1480861,0.8092
Asia,27-09-2022,183135784,1481064,0.8087
Asia,28-09-2022,183240350,1481360,0.8084
